id;key;question;options_1234;options_1243;options_1324;options_1342;options_1423;options_1432;options_2134;options_2143;options_2314;options_2341;options_2413;options_2431;options_3124;options_3142;options_3214;options_3241;options_3412;options_3421;options_4123;options_4132;options_4213;options_4231;options_4312;options_4321
95;BETTERBIZ1F2J_W36;In general, do you think men or women in top executive business positions are better at providing guidance or mentorship to young employees?;['Men are better', 'Women are better', 'No difference', 'Refused'];['Men are better', 'Women are better', 'Refused', 'No difference'];['Men are better', 'No difference', 'Women are better', 'Refused'];['Men are better', 'No difference', 'Refused', 'Women are better'];['Men are better', 'Refused', 'Women are better', 'No difference'];['Men are better', 'Refused', 'No difference', 'Women are better'];['Women are better', 'Men are better', 'No difference', 'Refused'];['Women are better', 'Men are better', 'Refused', 'No difference'];['Women are better', 'No difference', 'Men are better', 'Refused'];['Women are better', 'No difference', 'Refused', 'Men are better'];['Women are better', 'Refused', 'Men are better', 'No difference'];['Women are better', 'Refused', 'No difference', 'Men are better'];['No difference', 'Men are better', 'Women are better', 'Refused'];['No difference', 'Men are better', 'Refused', 'Women are better'];['No difference', 'Women are better', 'Men are better', 'Refused'];['No difference', 'Women are better', 'Refused', 'Men are better'];['No difference', 'Refused', 'Men are better', 'Women are better'];['No difference', 'Refused', 'Women are better', 'Men are better'];['Refused', 'Men are better', 'Women are better', 'No difference'];['Refused', 'Men are better', 'No difference', 'Women are better'];['Refused', 'Women are better', 'Men are better', 'No difference'];['Refused', 'Women are better', 'No difference', 'Men are better'];['Refused', 'No difference', 'Men are better', 'Women are better'];['Refused', 'No difference', 'Women are better', 'Men are better']
96;BETTERBIZ1F2K_W36;In general, do you think men or women in top executive business positions are better at creating a safe and respectful workplace?;['Men are better', 'Women are better', 'No difference', 'Refused'];['Men are better', 'Women are better', 'Refused', 'No difference'];['Men are better', 'No difference', 'Women are better', 'Refused'];['Men are better', 'No difference', 'Refused', 'Women are better'];['Men are better', 'Refused', 'Women are better', 'No difference'];['Men are better', 'Refused', 'No difference', 'Women are better'];['Women are better', 'Men are better', 'No difference', 'Refused'];['Women are better', 'Men are better', 'Refused', 'No difference'];['Women are better', 'No difference', 'Men are better', 'Refused'];['Women are better', 'No difference', 'Refused', 'Men are better'];['Women are better', 'Refused', 'Men are better', 'No difference'];['Women are better', 'Refused', 'No difference', 'Men are better'];['No difference', 'Men are better', 'Women are better', 'Refused'];['No difference', 'Men are better', 'Refused', 'Women are better'];['No difference', 'Women are better', 'Men are better', 'Refused'];['No difference', 'Women are better', 'Refused', 'Men are better'];['No difference', 'Refused', 'Men are better', 'Women are better'];['No difference', 'Refused', 'Women are better', 'Men are better'];['Refused', 'Men are better', 'Women are better', 'No difference'];['Refused', 'Men are better', 'No difference', 'Women are better'];['Refused', 'Women are better', 'Men are better', 'No difference'];['Refused', 'Women are better', 'No difference', 'Men are better'];['Refused', 'No difference', 'Men are better', 'Women are better'];['Refused', 'No difference', 'Women are better', 'Men are better']
97;BETTERBIZ1F2L_W36;In general, do you think men or women in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit?;['Men are better', 'Women are better', 'No difference', 'Refused'];['Men are better', 'Women are better', 'Refused', 'No difference'];['Men are better', 'No difference', 'Women are better', 'Refused'];['Men are better', 'No difference', 'Refused', 'Women are better'];['Men are better', 'Refused', 'Women are better', 'No difference'];['Men are better', 'Refused', 'No difference', 'Women are better'];['Women are better', 'Men are better', 'No difference', 'Refused'];['Women are better', 'Men are better', 'Refused', 'No difference'];['Women are better', 'No difference', 'Men are better', 'Refused'];['Women are better', 'No difference', 'Refused', 'Men are better'];['Women are better', 'Refused', 'Men are better', 'No difference'];['Women are better', 'Refused', 'No difference', 'Men are better'];['No difference', 'Men are better', 'Women are better', 'Refused'];['No difference', 'Men are better', 'Refused', 'Women are better'];['No difference', 'Women are better', 'Men are better', 'Refused'];['No difference', 'Women are better', 'Refused', 'Men are better'];['No difference', 'Refused', 'Men are better', 'Women are better'];['No difference', 'Refused', 'Women are better', 'Men are better'];['Refused', 'Men are better', 'Women are better', 'No difference'];['Refused', 'Men are better', 'No difference', 'Women are better'];['Refused', 'Women are better', 'Men are better', 'No difference'];['Refused', 'Women are better', 'No difference', 'Men are better'];['Refused', 'No difference', 'Men are better', 'Women are better'];['Refused', 'No difference', 'Women are better', 'Men are better']
98;BETTERBIZ2F2A_W36;In general, do you think men or women would do a better job running a major technology company?;['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused'];['Men would do a better job', 'Women would do a better job', 'Refused', 'No difference'];['Men would do a better job', 'No difference', 'Women would do a better job', 'Refused'];['Men would do a better job', 'No difference', 'Refused', 'Women would do a better job'];['Men would do a better job', 'Refused', 'Women would do a better job', 'No difference'];['Men would do a better job', 'Refused', 'No difference', 'Women would do a better job'];['Women would do a better job', 'Men would do a better job', 'No difference', 'Refused'];['Women would do a better job', 'Men would do a better job', 'Refused', 'No difference'];['Women would do a better job', 'No difference', 'Men would do a better job', 'Refused'];['Women would do a better job', 'No difference', 'Refused', 'Men would do a better job'];['Women would do a better job', 'Refused', 'Men would do a better job', 'No difference'];['Women would do a better job', 'Refused', 'No difference', 'Men would do a better job'];['No difference', 'Men would do a better job', 'Women would do a better job', 'Refused'];['No difference', 'Men would do a better job', 'Refused', 'Women would do a better job'];['No difference', 'Women would do a better job', 'Men would do a better job', 'Refused'];['No difference', 'Women would do a better job', 'Refused', 'Men would do a better job'];['No difference', 'Refused', 'Men would do a better job', 'Women would do a better job'];['No difference', 'Refused', 'Women would do a better job', 'Men would do a better job'];['Refused', 'Men would do a better job', 'Women would do a better job', 'No difference'];['Refused', 'Men would do a better job', 'No difference', 'Women would do a better job'];['Refused', 'Women would do a better job', 'Men would do a better job', 'No difference'];['Refused', 'Women would do a better job', 'No difference', 'Men would do a better job'];['Refused', 'No difference', 'Men would do a better job', 'Women would do a better job'];['Refused', 'No difference', 'Women would do a better job', 'Men would do a better job']
99;BETTERBIZ2F2B_W36;In general, do you think men or women would do a better job running a major retail chain?;['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused'];['Men would do a better job', 'Women would do a better job', 'Refused', 'No difference'];['Men would do a better job', 'No difference', 'Women would do a better job', 'Refused'];['Men would do a better job', 'No difference', 'Refused', 'Women would do a better job'];['Men would do a better job', 'Refused', 'Women would do a better job', 'No difference'];['Men would do a better job', 'Refused', 'No difference', 'Women would do a better job'];['Women would do a better job', 'Men would do a better job', 'No difference', 'Refused'];['Women would do a better job', 'Men would do a better job', 'Refused', 'No difference'];['Women would do a better job', 'No difference', 'Men would do a better job', 'Refused'];['Women would do a better job', 'No difference', 'Refused', 'Men would do a better job'];['Women would do a better job', 'Refused', 'Men would do a better job', 'No difference'];['Women would do a better job', 'Refused', 'No difference', 'Men would do a better job'];['No difference', 'Men would do a better job', 'Women would do a better job', 'Refused'];['No difference', 'Men would do a better job', 'Refused', 'Women would do a better job'];['No difference', 'Women would do a better job', 'Men would do a better job', 'Refused'];['No difference', 'Women would do a better job', 'Refused', 'Men would do a better job'];['No difference', 'Refused', 'Men would do a better job', 'Women would do a better job'];['No difference', 'Refused', 'Women would do a better job', 'Men would do a better job'];['Refused', 'Men would do a better job', 'Women would do a better job', 'No difference'];['Refused', 'Men would do a better job', 'No difference', 'Women would do a better job'];['Refused', 'Women would do a better job', 'Men would do a better job', 'No difference'];['Refused', 'Women would do a better job', 'No difference', 'Men would do a better job'];['Refused', 'No difference', 'Men would do a better job', 'Women would do a better job'];['Refused', 'No difference', 'Women would do a better job', 'Men would do a better job']
100;BETTERBIZ2F2C_W36;In general, do you think men or women would do a better job running a large bank or financial institution?;['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused'];['Men would do a better job', 'Women would do a better job', 'Refused', 'No difference'];['Men would do a better job', 'No difference', 'Women would do a better job', 'Refused'];['Men would do a better job', 'No difference', 'Refused', 'Women would do a better job'];['Men would do a better job', 'Refused', 'Women would do a better job', 'No difference'];['Men would do a better job', 'Refused', 'No difference', 'Women would do a better job'];['Women would do a better job', 'Men would do a better job', 'No difference', 'Refused'];['Women would do a better job', 'Men would do a better job', 'Refused', 'No difference'];['Women would do a better job', 'No difference', 'Men would do a better job', 'Refused'];['Women would do a better job', 'No difference', 'Refused', 'Men would do a better job'];['Women would do a better job', 'Refused', 'Men would do a better job', 'No difference'];['Women would do a better job', 'Refused', 'No difference', 'Men would do a better job'];['No difference', 'Men would do a better job', 'Women would do a better job', 'Refused'];['No difference', 'Men would do a better job', 'Refused', 'Women would do a better job'];['No difference', 'Women would do a better job', 'Men would do a better job', 'Refused'];['No difference', 'Women would do a better job', 'Refused', 'Men would do a better job'];['No difference', 'Refused', 'Men would do a better job', 'Women would do a better job'];['No difference', 'Refused', 'Women would do a better job', 'Men would do a better job'];['Refused', 'Men would do a better job', 'Women would do a better job', 'No difference'];['Refused', 'Men would do a better job', 'No difference', 'Women would do a better job'];['Refused', 'Women would do a better job', 'Men would do a better job', 'No difference'];['Refused', 'Women would do a better job', 'No difference', 'Men would do a better job'];['Refused', 'No difference', 'Men would do a better job', 'Women would do a better job'];['Refused', 'No difference', 'Women would do a better job', 'Men would do a better job']
101;BETTERBIZ2F2D_W36;In general, do you think men or women would do a better job running a large oil or gas company?;['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused'];['Men would do a better job', 'Women would do a better job', 'Refused', 'No difference'];['Men would do a better job', 'No difference', 'Women would do a better job', 'Refused'];['Men would do a better job', 'No difference', 'Refused', 'Women would do a better job'];['Men would do a better job', 'Refused', 'Women would do a better job', 'No difference'];['Men would do a better job', 'Refused', 'No difference', 'Women would do a better job'];['Women would do a better job', 'Men would do a better job', 'No difference', 'Refused'];['Women would do a better job', 'Men would do a better job', 'Refused', 'No difference'];['Women would do a better job', 'No difference', 'Men would do a better job', 'Refused'];['Women would do a better job', 'No difference', 'Refused', 'Men would do a better job'];['Women would do a better job', 'Refused', 'Men would do a better job', 'No difference'];['Women would do a better job', 'Refused', 'No difference', 'Men would do a better job'];['No difference', 'Men would do a better job', 'Women would do a better job', 'Refused'];['No difference', 'Men would do a better job', 'Refused', 'Women would do a better job'];['No difference', 'Women would do a better job', 'Men would do a better job', 'Refused'];['No difference', 'Women would do a better job', 'Refused', 'Men would do a better job'];['No difference', 'Refused', 'Men would do a better job', 'Women would do a better job'];['No difference', 'Refused', 'Women would do a better job', 'Men would do a better job'];['Refused', 'Men would do a better job', 'Women would do a better job', 'No difference'];['Refused', 'Men would do a better job', 'No difference', 'Women would do a better job'];['Refused', 'Women would do a better job', 'Men would do a better job', 'No difference'];['Refused', 'Women would do a better job', 'No difference', 'Men would do a better job'];['Refused', 'No difference', 'Men would do a better job', 'Women would do a better job'];['Refused', 'No difference', 'Women would do a better job', 'Men would do a better job']
102;BETTERBIZ2F2E_W36;In general, do you think men or women would do a better job running a major hospital?;['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused'];['Men would do a better job', 'Women would do a better job', 'Refused', 'No difference'];['Men would do a better job', 'No difference', 'Women would do a better job', 'Refused'];['Men would do a better job', 'No difference', 'Refused', 'Women would do a better job'];['Men would do a better job', 'Refused', 'Women would do a better job', 'No difference'];['Men would do a better job', 'Refused', 'No difference', 'Women would do a better job'];['Women would do a better job', 'Men would do a better job', 'No difference', 'Refused'];['Women would do a better job', 'Men would do a better job', 'Refused', 'No difference'];['Women would do a better job', 'No difference', 'Men would do a better job', 'Refused'];['Women would do a better job', 'No difference', 'Refused', 'Men would do a better job'];['Women would do a better job', 'Refused', 'Men would do a better job', 'No difference'];['Women would do a better job', 'Refused', 'No difference', 'Men would do a better job'];['No difference', 'Men would do a better job', 'Women would do a better job', 'Refused'];['No difference', 'Men would do a better job', 'Refused', 'Women would do a better job'];['No difference', 'Women would do a better job', 'Men would do a better job', 'Refused'];['No difference', 'Women would do a better job', 'Refused', 'Men would do a better job'];['No difference', 'Refused', 'Men would do a better job', 'Women would do a better job'];['No difference', 'Refused', 'Women would do a better job', 'Men would do a better job'];['Refused', 'Men would do a better job', 'Women would do a better job', 'No difference'];['Refused', 'Men would do a better job', 'No difference', 'Women would do a better job'];['Refused', 'Women would do a better job', 'Men would do a better job', 'No difference'];['Refused', 'Women would do a better job', 'No difference', 'Men would do a better job'];['Refused', 'No difference', 'Men would do a better job', 'Women would do a better job'];['Refused', 'No difference', 'Women would do a better job', 'Men would do a better job']
103;BETTERBIZ2F2F_W36;In general, do you think men or women would do a better job running a professional sports team?;['Men would do a better job', 'Women would do a better job', 'No difference', 'Refused'];['Men would do a better job', 'Women would do a better job', 'Refused', 'No difference'];['Men would do a better job', 'No difference', 'Women would do a better job', 'Refused'];['Men would do a better job', 'No difference', 'Refused', 'Women would do a better job'];['Men would do a better job', 'Refused', 'Women would do a better job', 'No difference'];['Men would do a better job', 'Refused', 'No difference', 'Women would do a better job'];['Women would do a better job', 'Men would do a better job', 'No difference', 'Refused'];['Women would do a better job', 'Men would do a better job', 'Refused', 'No difference'];['Women would do a better job', 'No difference', 'Men would do a better job', 'Refused'];['Women would do a better job', 'No difference', 'Refused', 'Men would do a better job'];['Women would do a better job', 'Refused', 'Men would do a better job', 'No difference'];['Women would do a better job', 'Refused', 'No difference', 'Men would do a better job'];['No difference', 'Men would do a better job', 'Women would do a better job', 'Refused'];['No difference', 'Men would do a better job', 'Refused', 'Women would do a better job'];['No difference', 'Women would do a better job', 'Men would do a better job', 'Refused'];['No difference', 'Women would do a better job', 'Refused', 'Men would do a better job'];['No difference', 'Refused', 'Men would do a better job', 'Women would do a better job'];['No difference', 'Refused', 'Women would do a better job', 'Men would do a better job'];['Refused', 'Men would do a better job', 'Women would do a better job', 'No difference'];['Refused', 'Men would do a better job', 'No difference', 'Women would do a better job'];['Refused', 'Women would do a better job', 'Men would do a better job', 'No difference'];['Refused', 'Women would do a better job', 'No difference', 'Men would do a better job'];['Refused', 'No difference', 'Men would do a better job', 'Women would do a better job'];['Refused', 'No difference', 'Women would do a better job', 'Men would do a better job']
104;TRAITPOLWF1A_W36;In general, how do you think being decisive impacts a woman's chances of getting elected to high political office?;"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]";"['Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"['Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]"
105;TRAITPOLWF1B_W36;In general, how do you think being compassionate impacts a woman's chances of getting elected to high political office?;"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]";"['Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"['Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]"
106;TRAITPOLWF1C_W36;In general, how do you think being ambitious impacts a woman's chances of getting elected to high political office?;"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]";"['Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"['Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]"
107;TRAITPOLWF1D_W36;In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?;"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]";"['Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"['Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]"
108;TRAITPOLWF1E_W36;In general, how do you think being assertive impacts a woman's chances of getting elected to high political office?;"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused']";"[""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a woman's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", 'Refused', ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", 'Refused', ""Mostly helps a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]";"['Refused', ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a woman's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances""]";"['Refused', ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", ""Mostly helps a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a woman's chances"", ""Mostly helps a woman's chances""]"
