key,option,weighted_share
TRAITBIZWF2C_W36,Doesn't make much of a difference,0.23772272174930056
TRAITBIZWF2C_W36,Mostly helps a woman's chances,0.5428420653323837
TRAITBIZWF2C_W36,Mostly hurts a woman's chances,0.19994031221834907
TRAITBIZWF2C_W36,Refused,0.019494900699966646
TRAITBIZWF2D_W36,Doesn't make much of a difference,0.3094690397881934
TRAITBIZWF2D_W36,Mostly helps a woman's chances,0.5845113176215588
TRAITBIZWF2D_W36,Mostly hurts a woman's chances,0.08908590346408721
TRAITBIZWF2D_W36,Refused,0.016933739126160478
TRAITBIZWF2E_W36,Doesn't make much of a difference,0.21806016367419973
TRAITBIZWF2E_W36,Mostly helps a woman's chances,0.5271792673479218
TRAITBIZWF2E_W36,Mostly hurts a woman's chances,0.23970747268467663
TRAITBIZWF2E_W36,Refused,0.015053096293201812
TRAITBIZWF2F_W36,Doesn't make much of a difference,0.23894965360213608
TRAITBIZWF2F_W36,Mostly helps a woman's chances,0.1019601982948738
TRAITBIZWF2F_W36,Mostly hurts a woman's chances,0.6501124309372014
TRAITBIZWF2F_W36,Refused,0.00897771716578866
TRAITBIZWF2G_W36,Doesn't make much of a difference,0.21189786743229141
TRAITBIZWF2G_W36,Mostly helps a woman's chances,0.6926524921669344
TRAITBIZWF2G_W36,Mostly hurts a woman's chances,0.08212643044533761
TRAITBIZWF2G_W36,Refused,0.013323209955436809
TRAITBIZMF2A_W36,Doesn't make much of a difference,0.21092281942120428
TRAITBIZMF2A_W36,Mostly helps a man's chances,0.7394558859186422
TRAITBIZMF2A_W36,Mostly hurts a man's chances,0.03838189143239436
TRAITBIZMF2A_W36,Refused,0.011239403227759265
TRAITBIZMF2B_W36,Doesn't make much of a difference,0.4664079810622766
TRAITBIZMF2B_W36,Mostly helps a man's chances,0.29238234587922834
TRAITBIZMF2B_W36,Mostly hurts a man's chances,0.22237183417429726
TRAITBIZMF2B_W36,Refused,0.018837838884197718
TRAITBIZMF2C_W36,Doesn't make much of a difference,0.21922779235688075
TRAITBIZMF2C_W36,Mostly helps a man's chances,0.7131310400792431
TRAITBIZMF2C_W36,Mostly hurts a man's chances,0.058295420556927574
TRAITBIZMF2C_W36,Refused,0.009345747006948369
TRAITBIZMF2D_W36,Doesn't make much of a difference,0.33871729086608343
TRAITBIZMF2D_W36,Mostly helps a man's chances,0.5972553179035464
TRAITBIZMF2D_W36,Mostly hurts a man's chances,0.04796084063603258
TRAITBIZMF2D_W36,Refused,0.01606655059433776
TRAITBIZMF2E_W36,Doesn't make much of a difference,0.19928274549028602
TRAITBIZMF2E_W36,Mostly helps a man's chances,0.7339240859424452
TRAITBIZMF2E_W36,Mostly hurts a man's chances,0.0478501952851614
TRAITBIZMF2E_W36,Refused,0.018942973282107534
TRAITBIZMF2F_W36,Doesn't make much of a difference,0.32588614989645653
TRAITBIZMF2F_W36,Mostly helps a man's chances,0.08122930094781397
TRAITBIZMF2F_W36,Mostly hurts a man's chances,0.5801679212609886
TRAITBIZMF2F_W36,Refused,0.012716627894740873
TRAITBIZMF2G_W36,Doesn't make much of a difference,0.4090190712396821
TRAITBIZMF2G_W36,Mostly helps a man's chances,0.5398014335570441
TRAITBIZMF2G_W36,Mostly hurts a man's chances,0.0411590770873636
TRAITBIZMF2G_W36,Refused,0.010020418115910175
EXECCHF2_W36,Having children early on in her career,0.23166710572756877
EXECCHF2_W36,Not having children at all,0.33716884166980143
EXECCHF2_W36,Refused,0.017540564564590674
EXECCHF2_W36,Waiting until she is well-established in her career to have children,0.4136234880380392
WMNPRZ1_W36,Refused,0.01607070562530821
WMNPRZ1_W36,Somewhat bad,0.11786825315302323
WMNPRZ1_W36,Somewhat good,0.4208675332629182
WMNPRZ1_W36,Very bad,0.04360172409005221
WMNPRZ1_W36,Very good,0.40159178386869826
MOREWMN1F2_W36,A bad thing,0.05270262361435989
MOREWMN1F2_W36,A good thing,0.6122947271752271
MOREWMN1F2_W36,Neither a good thing nor a bad thing,0.3287237836258915
MOREWMN1F2_W36,Refused,0.006278865584521497
MOREWMN2F2_W36,Do a better job of dealing with the country's problems,0.3858556113761415
MOREWMN2F2_W36,Do a worse job of dealing with the country's problems,0.07372372034311386
MOREWMN2F2_W36,Refused,0.010982857370182559
MOREWMN2F2_W36,The number of women in Congress doesn't have much to with this,0.5294378109105621
MOREWMN3F2_W36,Refused,0.012025361892983812
MOREWMN3F2_W36,The number of women in Congress doesn't have much to with this,0.5935843655249848
MOREWMN3F2_W36,less openness and transparency in government,0.0513267060025622
MOREWMN3F2_W36,more openness and transparency in government,0.3430635665794693
MOREWMN4F2_W36,Refused,0.006388203847445723
MOREWMN4F2_W36,The number of women in Congress doesn't have much to with this,0.5352170117574907
MOREWMN4F2_W36,The tone of political debate in Washington would be less respectful,0.0976148238675152
MOREWMN4F2_W36,The tone of political debate in Washington would be more respectful,0.3607799605275484
HARASS1NOWRKF2a_W41,Major problem,0.48747678329617194
HARASS1NOWRKF2a_W41,Minor problem,0.41280147514072607
HARASS1NOWRKF2a_W41,Not a problem,0.09747940276835887
HARASS1NOWRKF2a_W41,Refused,0.0022423387947430136
HARASS1NOWRKF2c_W41,Major problem,0.6907311784079293
HARASS1NOWRKF2c_W41,Minor problem,0.266772059015329
HARASS1NOWRKF2c_W41,Not a problem,0.03950734924223406
HARASS1NOWRKF2c_W41,Refused,0.002989413334507651
HARASS1NOWRKF2d_W41,Major problem,0.5979115726163139
HARASS1NOWRKF2d_W41,Minor problem,0.31288925770200576
HARASS1NOWRKF2d_W41,Not a problem,0.0818816071498257
HARASS1NOWRKF2d_W41,Refused,0.007317562531854462
HARASS3NOWRKF2_W41,Has made it easier for men,0.12456868544149101
HARASS3NOWRKF2_W41,Has made it harder for men,0.5459954409158708
HARASS3NOWRKF2_W41,Hasn't made much difference,0.32242777166853237
HARASS3NOWRKF2_W41,Refused,0.007008101974105799
ADMISSIONb_W43,Major factor,0.04611978972407064
ADMISSIONb_W43,Minor factor,0.13835464373205825
ADMISSIONb_W43,Not a factor,0.8100004519433561
ADMISSIONb_W43,Refused,0.00552511460051511
RACESURV5i_W43,Helps a little,0.277390114439518
RACESURV5i_W43,Helps a lot,0.377499787353357
RACESURV5i_W43,Hurts a little,0.07031947997849942
RACESURV5i_W43,Hurts a lot,0.026347541563231793
RACESURV5i_W43,Neither helps nor hurts,0.24162984334334234
RACESURV5i_W43,Refused,0.006813233322051485
RACESURV5j_W43,Helps a little,0.15043539725430774
RACESURV5j_W43,Helps a lot,0.07784854653520316
RACESURV5j_W43,Hurts a little,0.4124639184900766
RACESURV5j_W43,Hurts a lot,0.09881956431169771
RACESURV5j_W43,Neither helps nor hurts,0.25308329417476527
RACESURV5j_W43,Refused,0.0073492792339495015
FAMSURV2Ma_W50,Essential,0.1642348176427125
FAMSURV2Ma_W50,"Important, but not essential",0.5441817666899029
FAMSURV2Ma_W50,Not important,0.2855652634428919
FAMSURV2Ma_W50,Refused,0.006018152224492703
FAMSURV2Mb_W50,Essential,0.2620868216127215
FAMSURV2Mb_W50,"Important, but not essential",0.5865606817782005
FAMSURV2Mb_W50,Not important,0.1436261228760072
FAMSURV2Mb_W50,Refused,0.007726373733070982
FAMSURV2Mc_W50,Essential,0.16379534853722633
FAMSURV2Mc_W50,"Important, but not essential",0.5762951788088104
FAMSURV2Mc_W50,Not important,0.25278999623575094
FAMSURV2Mc_W50,Refused,0.007119476418212253
FAMSURV2Md_W50,Essential,0.5705733590836529
FAMSURV2Md_W50,"Important, but not essential",0.39254481802740093
FAMSURV2Md_W50,Not important,0.030106361754311264
FAMSURV2Md_W50,Refused,0.006775461134634872
FAMSURV2Me_W50,Essential,0.20313366293919866
FAMSURV2Me_W50,"Important, but not essential",0.6465385196972987
FAMSURV2Me_W50,Not important,0.14330291265811326
FAMSURV2Me_W50,Refused,0.007024904705389393
FAMSURV2Wa_W50,Essential,0.1720705880514315
FAMSURV2Wa_W50,"Important, but not essential",0.5425273995492527
FAMSURV2Wa_W50,Not important,0.27660147082453895
FAMSURV2Wa_W50,Refused,0.008800541574776874
FAMSURV2Wb_W50,Essential,0.2975863992500456
FAMSURV2Wb_W50,"Important, but not essential",0.5657420747974634
FAMSURV2Wb_W50,Not important,0.12883908617263568
FAMSURV2Wb_W50,Refused,0.007832439779855182
FAMSURV2Wc_W50,Essential,0.2168598846872461
FAMSURV2Wc_W50,"Important, but not essential",0.5666913952027703
FAMSURV2Wc_W50,Not important,0.20779809680342476
FAMSURV2Wc_W50,Refused,0.00865062330655879
FAMSURV2Wd_W50,Essential,0.45889011729867335
FAMSURV2Wd_W50,"Important, but not essential",0.48388678373579946
FAMSURV2Wd_W50,Not important,0.048962762370377784
FAMSURV2Wd_W50,Refused,0.008260336595149397
FAMSURV2We_W50,Essential,0.150946401567682
FAMSURV2We_W50,"Important, but not essential",0.6816212879716119
FAMSURV2We_W50,Not important,0.1582275560598418
FAMSURV2We_W50,Refused,0.009204754400864254
FAMSURV11W_W50,Not working for pay at all,0.20954898696823052
FAMSURV11W_W50,Refused,0.043846808252551925
FAMSURV11W_W50,Working full-time for pay,0.32711342121737513
FAMSURV11W_W50,Working part-time for pay,0.4194907835618424
FAMSURV11M_W50,Not working for pay at all,0.034826963342179836
FAMSURV11M_W50,Refused,0.048450742372848805
FAMSURV11M_W50,Working full-time for pay,0.7564192542398946
FAMSURV11M_W50,Working part-time for pay,0.16030304004507667
PAR2CHILDa_W92,Father,0.010568587422367524
PAR2CHILDa_W92,It doesn't matter which parent stays home,0.6224863262242657
PAR2CHILDa_W92,Mother,0.35992266653155486
PAR2CHILDa_W92,Refused,0.007022419821811885
