id;key;option;likert_question;scale
44;IMPROVE3_W36;A lot;How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for everyone? To what extent do you agree with the following statement: Having more women in top leadership positions in business and government would improve the quality of life for everyone a lot. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
44;IMPROVE3_W36;Some;How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for everyone? To what extent do you agree with the following statement: Having more women in top leadership positions in business and government would improve the quality of life for everyone to some extent. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
44;IMPROVE3_W36;Not much;How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for everyone? To what extent do you agree with the following statement: Having more women in top leadership positions in business and government would not improve the quality of life for everyone by much. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
44;IMPROVE3_W36;Nothing at all;How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for everyone? To what extent do you agree with the following statement: Having more women in top leadership positions in business and government would do nothing at all to improve the quality of life for everyone. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
45;WHYNOTPOLF1A_W36;Major reason;Do you think that many people not being ready to elect a woman to higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Many people not being ready to elect a woman to higher office is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
45;WHYNOTPOLF1A_W36;Minor reason;Do you think that many people not being ready to elect a woman to higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Many people not being ready to elect a woman to higher office is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
45;WHYNOTPOLF1A_W36;Not a reason;Do you think that many people not being ready to elect a woman to higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Many people not being ready to elect a woman to higher office is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
46;WHYNOTPOLF1B_W36;Major reason;Do you think that women facing gender discrimination is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women facing gender discrimination is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
46;WHYNOTPOLF1B_W36;Minor reason;Do you think that women facing gender discrimination is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women facing gender discrimination is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
46;WHYNOTPOLF1B_W36;Not a reason;Do you think that women facing gender discrimination is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women facing gender discrimination is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
47;WHYNOTPOLF1C_W36;Major reason;Do you think that family responsibilities making it harder for women to run for higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Family responsibilities are a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
47;WHYNOTPOLF1C_W36;Minor reason;Do you think that family responsibilities making it harder for women to run for higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Family responsibilities are a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
47;WHYNOTPOLF1C_W36;Not a reason;Do you think that family responsibilities making it harder for women to run for higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Family responsibilities are not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
48;WHYNOTPOLF1D_W36;Major reason;Do you think that women not being tough enough for politics is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not being tough enough for politics is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
48;WHYNOTPOLF1D_W36;Minor reason;Do you think that women not being tough enough for politics is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not being tough enough for politics is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
48;WHYNOTPOLF1D_W36;Not a reason;Do you think that women not being tough enough for politics is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not being tough enough for politics is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
49;WHYNOTPOLF1E_W36;Major reason;Do you think that fewer women having the experience required for higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Fewer women having the experience required for higher office is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
49;WHYNOTPOLF1E_W36;Minor reason;Do you think that fewer women having the experience required for higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Fewer women having the experience required for higher office is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
49;WHYNOTPOLF1E_W36;Not a reason;Do you think that fewer women having the experience required for higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Fewer women having the experience required for higher office is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
50;WHYNOTPOLF1F_W36;Major reason;Do you think that women getting less support from party leaders is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women getting less support from party leaders is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
50;WHYNOTPOLF1F_W36;Minor reason;Do you think that women getting less support from party leaders is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women getting less support from party leaders is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
50;WHYNOTPOLF1F_W36;Not a reason;Do you think that women getting less support from party leaders is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women getting less support from party leaders is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
51;WHYNOTPOLF1G_W36;Major reason;Do you think that women being held to higher standards than men when running for office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women being held to higher standards than men when running for office is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
51;WHYNOTPOLF1G_W36;Minor reason;Do you think that women being held to higher standards than men when running for office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women being held to higher standards than men when running for office is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
51;WHYNOTPOLF1G_W36;Not a reason;Do you think that women being held to higher standards than men when running for office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women being held to higher standards than men when running for office is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
52;WHYNOTPOLF1H_W36;Major reason;Do you think that women having to prove themselves more than men when running for office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women who run for office having to prove themselves more than men is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
52;WHYNOTPOLF1H_W36;Minor reason;Do you think that women having to prove themselves more than men when running for office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women who run for office having to prove themselves more than men is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
52;WHYNOTPOLF1H_W36;Not a reason;Do you think that women having to prove themselves more than men when running for office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women who run for office having to prove themselves more than men is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
53;WHYNOTPOLF1I_W36;Major reason;Do you think that fewer women being interested in holding higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: The fact that fewer women are interested in holding higher office is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
53;WHYNOTPOLF1I_W36;Minor reason;Do you think that fewer women being interested in holding higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: The fact that fewer women are interested in holding higher office is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
53;WHYNOTPOLF1I_W36;Not a reason;Do you think that fewer women being interested in holding higher office is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: The fact that fewer women are interested in holding higher office is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
54;WHYNOTPOLF1J_W36;Major reason;Do you think that women not being encouraged to pursue leadership positions from an early age is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not being encouraged to pursue leadership positions from an early age is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
54;WHYNOTPOLF1J_W36;Minor reason;Do you think that women not being encouraged to pursue leadership positions from an early age is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not being encouraged to pursue leadership positions from an early age is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
54;WHYNOTPOLF1J_W36;Not a reason;Do you think that women not being encouraged to pursue leadership positions from an early age is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not being encouraged to pursue leadership positions from an early age is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
55;WHYNOTPOLF1K_W36;Major reason;Do you think that women not doing as good of a job selling their accomplishments is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not doing as good of a job selling their accomplishments is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
55;WHYNOTPOLF1K_W36;Minor reason;Do you think that women not doing as good of a job selling their accomplishments is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not doing as good of a job selling their accomplishments is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
55;WHYNOTPOLF1K_W36;Not a reason;Do you think that women not doing as good of a job selling their accomplishments is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Women not doing as good of a job selling their accomplishments is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
56;WHYNOTPOLF1L_W36;Major reason;Do you think that sexual harassment creating an environment that makes it harder for women to succeed in politics is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Sexual harassment creating an environment that makes it harder for women to succeed in politics is a major reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
56;WHYNOTPOLF1L_W36;Minor reason;Do you think that sexual harassment creating an environment that makes it harder for women to succeed in politics is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Sexual harassment creating an environment that makes it harder for women to succeed in politics is a minor reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
56;WHYNOTPOLF1L_W36;Not a reason;Do you think that sexual harassment creating an environment that makes it harder for women to succeed in politics is a reason why there are fewer women than men in high political offices? To what extent do you agree with the following statement: Sexual harassment creating an environment that makes it harder for women to succeed in politics is not a reason why there are fewer women than men in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
57;WHYNOTBIZF2A_W36;Major reason;Do you think that many businesses not being ready to hire women for top executive positions is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Many businesses not being ready to hire women for top executive positions is a major reason why there aren't more women in these roles. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
57;WHYNOTBIZF2A_W36;Minor reason;Do you think that many businesses not being ready to hire women for top executive positions is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Many businesses not being ready to hire women for top executive positions is a minor reason why there aren't more women in these roles. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
57;WHYNOTBIZF2A_W36;Not a reason;Do you think that many businesses not being ready to hire women for top executive positions is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Many businesses not being ready to hire women for top executive positions is not a reason why there aren't more women in these roles. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
58;WHYNOTBIZF2B_W36;Major reason;Do you think that women in business facing gender discrimination is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women facing gender discrimination is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
58;WHYNOTBIZF2B_W36;Minor reason;Do you think that women in business facing gender discrimination is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women facing gender discrimination is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
58;WHYNOTBIZF2B_W36;Not a reason;Do you think that women in business facing gender discrimination is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women facing gender discrimination is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
59;WHYNOTBIZF2C_W36;Major reason;Do you think that family responsibilities making it harder for women to move up in business is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Family responsibilities are a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
59;WHYNOTBIZF2C_W36;Minor reason;Do you think that family responsibilities making it harder for women to move up in business is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Family responsibilities are a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
59;WHYNOTBIZF2C_W36;Not a reason;Do you think that family responsibilities making it harder for women to move up in business is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Family responsibilities are not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
60;WHYNOTBIZF2D_W36;Major reason;Do you think that women not being tough enough for business is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not being tough enough for business is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
60;WHYNOTBIZF2D_W36;Minor reason;Do you think that women not being tough enough for business is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not being tough enough for business is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
60;WHYNOTBIZF2D_W36;Not a reason;Do you think that women not being tough enough for business is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not being tough enough for business is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
61;WHYNOTBIZF2F_W36;Major reason;Do you think that women not making as good managers as men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not making as good managers as men is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
61;WHYNOTBIZF2F_W36;Minor reason;Do you think that women not making as good managers as men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not making as good managers as men is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
61;WHYNOTBIZF2F_W36;Not a reason;Do you think that women not making as good managers as men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not making as good managers as men is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
62;WHYNOTBIZF2G_W36;Major reason;Do you think that women being held to higher standards than men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women being held to higher standards than men is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
62;WHYNOTBIZF2G_W36;Minor reason;Do you think that women being held to higher standards than men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women being held to higher standards than men is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
62;WHYNOTBIZF2G_W36;Not a reason;Do you think that women being held to higher standards than men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women being held to higher standards than men is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
63;WHYNOTBIZF2H_W36;Major reason;Do you think that women having to do more to prove themselves than men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women having to do more to prove themselves than men is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
63;WHYNOTBIZF2H_W36;Minor reason;Do you think that women having to do more to prove themselves than men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women having to do more to prove themselves than men is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
63;WHYNOTBIZF2H_W36;Not a reason;Do you think that women having to do more to prove themselves than men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women having to do more to prove themselves than men is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
64;WHYNOTBIZF2I_W36;Major reason;Do you think that not as many women being interested in top executive business positions is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Not as many women being interested in top executive business positions is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
64;WHYNOTBIZF2I_W36;Minor reason;Do you think that not as many women being interested in top executive business positions is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Not as many women being interested in top executive business positions is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
64;WHYNOTBIZF2I_W36;Not a reason;Do you think that not as many women being interested in top executive business positions is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Not as many women being interested in top executive business positions is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
65;WHYNOTBIZF2J_W36;Major reason;Do you think that women not being encouraged to pursue leadership positions from an early age is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not being encouraged to pursue leadership positions from an early age is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
65;WHYNOTBIZF2J_W36;Minor reason;Do you think that women not being encouraged to pursue leadership positions from an early age is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not being encouraged to pursue leadership positions from an early age is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
65;WHYNOTBIZF2J_W36;Not a reason;Do you think that women not being encouraged to pursue leadership positions from an early age is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not being encouraged to pursue leadership positions from an early age is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
66;WHYNOTBIZF2K_W36;Major reason;Do you think that women not doing as good of a job selling their accomplishments is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not doing as good of a job selling their accomplishments is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
66;WHYNOTBIZF2K_W36;Minor reason;Do you think that women not doing as good of a job selling their accomplishments is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not doing as good of a job selling their accomplishments is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
66;WHYNOTBIZF2K_W36;Not a reason;Do you think that women not doing as good of a job selling their accomplishments is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not doing as good of a job selling their accomplishments is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
67;WHYNOTBIZF2L_W36;Major reason;Do you think that women not having access to the same kinds of personal networks and connections as men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not having access to the same kinds of personal networks and connections as men is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
67;WHYNOTBIZF2L_W36;Minor reason;Do you think that women not having access to the same kinds of personal networks and connections as men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not having access to the same kinds of personal networks and connections as men is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
67;WHYNOTBIZF2L_W36;Not a reason;Do you think that women not having access to the same kinds of personal networks and connections as men is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women not having access to the same kinds of personal networks and connections as men is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
68;WHYNOTBIZF2M_W36;Major reason;Do you think that women having fewer opportunities to interact with people in senior positions outside of work is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women having fewer opportunities to interact with people in senior positions outside of work is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
68;WHYNOTBIZF2M_W36;Minor reason;Do you think that women having fewer opportunities to interact with people in senior positions outside of work is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women having fewer opportunities to interact with people in senior positions outside of work is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
68;WHYNOTBIZF2M_W36;Not a reason;Do you think that women having fewer opportunities to interact with people in senior positions outside of work is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women having fewer opportunities to interact with people in senior positions outside of work is not a reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
69;WHYNOTBIZF2N_W36;Major reason;Do you think that women being less likely than men to ask for promotions and raises is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women being less likely than men to ask for promotions and raises is a major reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
69;WHYNOTBIZF2N_W36;Minor reason;Do you think that women being less likely than men to ask for promotions and raises is a reason why there aren't more women in top executive business positions? To what extent do you agree with the following statement: Women being less likely than men to ask for promotions and raises is a minor reason why there aren't more women in top executive business positions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
